A,B,G,J,Q,R,Z,U,Analyse, Chapitre, Type, Conserver, Revoir
20199,fijo,fijo,fijo,fijo,fijo,fijo,fijo,ø,#not_apparat,12,glose,Non, Non
20200,e,e,ø,e,ø,e,e,ø,#omission,12,glose,Non, Non
20201,con,con,ø,con,con,con,con,ø,#not_apparat,12,glose,Non, Non
20202,eleazuro,Eleazar,elazaro,Eleazaro,Eleazar,Eleazar,eleazaro,ø,#entite_nommee,12,glose,Non, Non
20203,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20204,con,con,con,con,ø,con,con,ø,#omission,12,glose,Non, Non
20205,Joanatas,Jonatás,Jonatás,Jonatás,Jonatás,jonatas,jonatas,ø,#entite_nommee,12,glose,Non, Non
20206,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20207,con,con,con,con,con,con,con,ø,#not_apparat,12,glose,Non, Non
20208,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20209,otros,otros,otros,otros,otros,otros,otros,ø,#not_apparat,12,glose,Non, Non
20210,fueron,fueron,fueron,fueron,fueron,fueron,fueron,ø,#not_apparat,12,glose,Non, Non
20211,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20212,mas,más,más,más,más,ø,mas,ø,#omission #normalisation,12,glose,Non, Non
20213,brauos,bravos,bravos,bravos,bravos,bravos,brauos,ø,#graphique,12,glose,Non, Non
20214,caualleros,cavalleros,cavalleros,cavalleros,cavalleros,cavalleros,caualleros,ø,#graphique,12,glose,Non, Non
20215,e,e,e,e,et,e,e,ø,#filtre,12,glose,Non, Non
20216,mas,más,más,más,más,más,mas,ø,#normalisation,12,glose,Non, Non
20217,auenturados,aventurados,aventurados,aventurados,aventurados,aventurados,auenturados,ø,#graphique,12,glose,Non, Non
20218,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20219,nunca,nunca,nunca,nunca,nunca,nunca,nunca,ø,#not_apparat,12,glose,Non, Non
20220,fueron,fueron,fueron,fueren,fueron,fueron,fueron,ø,#morphosyntactique,12,glose,Non, Non
20221,en,en,en,en,en,en,en,ø,#not_apparat,12,glose,Non, Non
20222,el,el,el,el,el,el,el,ø,#not_apparat,12,glose,Non, Non
20223,mundo,mundo,mundo,mundo,mundo,mundo,mundo,ø,#not_apparat,12,glose,Non, Non
20224,e,Et,Et,E,e,Et,e,ø,#filtre,12,glose,Non, Non
20225,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20226,las,las,las,las,las,las,las,ø,#not_apparat,12,glose,Non, Non
20227,faziendas,faziendas,faziendas,faziendas,faziendas,faziendas,faziendas,ø,#not_apparat,12,glose,Non, Non
20228,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20229,ellos,ellos,ellos,ellos,ellos,los,ellos,ø,#lexicale,12,glose,Non, Non
20230,vençieron,vençieron,vençieron,vençieron,vençieron,vençieron,vencieron,ø,#graphique,12,glose,Non, Non
20231,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20232,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20233,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20234,reyes,rreyes,reyes,reyes,rreyes,Reyes,reyes,ø,#graphique,12,glose,Non, Non
20235,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20236,mataron,mataron,mataron,mataron,mataron,mataron,mataron,ø,#not_apparat,12,glose,Non, Non
20237,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20238,sujudgaron,subjugaron,subjudgaron,subjugaron,sojudgaron,sojudgaron,subjuzgaron,ø,#lexicale,12,glose,Non, Non
20239,o,ø,e,o,ø,o,o,ø,#lexicale,12,glose,Non, Non
20240,vençieron,ø,vençieron,vençieron,ø,vençieron,vencieron,ø,#graphique,12,glose,Non, Non
20241,cuentalo,cuéntalo,cuéntalo,cuéntalo,cuéntalo,cuéntalo,cuentalo,ø,#normalisation,12,glose,Non, Non
20242,muy,muy,muy,muy,ø,muy,muy,ø,#not_apparat,12,glose,Non, Non
20243,ø,ø,bien,ø,ø,ø,ø,ø,#omission,12,glose,Non, Non
20244,enteramente,enteramente,enteramente,enteramente,primeramente,conplidamente,enteramente,ø,#lexicale,12,glose,Non, Non
20245,en,en,ø,en,en,en,en,ø,#not_apparat,12,glose,Non, Non
20246,el,el,ø,el,el,el,el,ø,#not_apparat,12,glose,Non, Non
20247,primero,primero,ø,primero,primero,primero,primero,ø,#not_apparat,12,glose,Non, Non
20248,e,e,ø,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20249,en,en,en,en,en,ø,en,ø,#not_apparat,12,glose,Non, Non
20250,el,el,el,el,el,ø,el,ø,#not_apparat,12,glose,Non, Non
20251,segundo,ii°,.ii°.,ii°,segundo,segundo,segundo,ø,#graphique,12,glose,Non, Non
20252,libro,libro,libro,libro,libro,libro,libro,ø,#not_apparat,12,glose,Non, Non
20253,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20254,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20255,macabeos,Macabeos,Macabeos,Macabeos,Macabeos,Macabeos,machabeos,ø,#lexicale,12,glose,Non, Non
20256,E,e,e,E,E,Et,E,ø,#filtre,12,glose,Non, Non
20257,todas,todas,todas,todas,todas,todas,todas,ø,#not_apparat,12,glose,Non, Non
20258,estas,estas,estas,estas,estas,estas,estas,ø,#not_apparat,12,glose,Non, Non
20259,venturas,ø,venturas,venturas,ø,venturas,venturas,ø,#omission #transposition,12,glose,Non, Non
20260,buenas,buenas,buenas,buenas,buenas,buenas,buenas,ø,#not_apparat,12,glose,Non, Non
20261,ø,venturas,ø,ø,venturas,ø,ø,ø,#omission #transposition,12,glose,Non, Non
20262,alcançaron,alcançaron,alcançaron,alcançaron,alcançaron,alcançaron,alcançaron,ø,#not_apparat,12,glose,Non, Non
20263,porque,porque,porque,porque,porque,por,porque,ø,#lexicale,12,glose,Non, Non
20264,ø,ø,ø,ø,ø,que,ø,ø,#omission,12,glose,Non, Non
20265,lidiaron,lidiaron,lidiaron,lidiaron,lidiaron,lidiaron,lidiaron,ø,#not_apparat,12,glose,Non, Non
20266,por,por,por,por,por,por,por,ø,#not_apparat,12,glose,Non, Non
20267,la,la,la,la,la,la,la,ø,#not_apparat,12,glose,Non, Non
20268,fe,fe,fe,fe,fe,fe,fe,ø,#not_apparat,12,glose,Non, Non
20269,ø,Et,Et,ø,Et,ø,ø,ø,#omission,12,glose,Non, Non
20270,El,el,el,El,el,El,El,ø,#graphique,12,glose,Non, Non
20271,segundo,ii°,ii°.,ii°,segundo,ii°,segundo,ø,#lexicale,12,glose,Non, Non
20272,enxenplo,exenplo,enxenplo,enxenplo,enxenplo,enxenplo,enxemplo,ø,#graphique,12,glose,Non, Non
20273,es,es,es,es,es,es,es,ø,#not_apparat,12,glose,Non, Non
20274,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20275,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20276,siete,vii,siete,siete,siete,siete,siete,ø,#graphique,12,glose,Non, Non
20277,hermanos,hermanos,hermanos,hermanos,hermanos,hermanos,hermanos,ø,#not_apparat,12,glose,Non, Non
20278,caualleros,cavalleros,cavalleros,cavalleros,cavalleros,cavalleros,caualleros,ø,#graphique,12,glose,Non, Non
20279,fijos,fijos,fijos,fijos,fijos,fijos,fijos,ø,#not_apparat,12,glose,Non, Non
20280,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20281,santa,santa,santa,santa,santa,santa,sancta,ø,#graphique,12,glose,Non, Non
20282,feliçidat,Feliçidat,Filiçidat,Felicitas,Filiçida,Feliçitas,felicidad,ø,#lexicale,12,glose,Non, Non
20283,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20284,lidiaron,lidiaron,lidiaron,lidiaron,lidiaron,lidiaron,lidiaron,ø,#not_apparat,12,glose,Non, Non
20285,por,por,por,por,por,por,por,ø,#not_apparat,12,glose,Non, Non
20286,el,el,el,el,el,el,el,ø,#not_apparat,12,glose,Non, Non
20287,testamiento,testamento,testamento,testamento,Testamento,testamento,testamento,ø,#graphique,12,glose,Non, Non
20288,E,e,e,E,e,e,E,ø,#graphique,12,glose,Non, Non
20289,maguera,maguera,maguera,maguera,magera,maguera,maguera,ø,#graphique,12,glose,Non, Non
20290,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20291,mataron,mataron,mataron,mataron,mataron,mataron,mataron,ø,#not_apparat,12,glose,Non, Non
20292,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20293,gentiles,gentiles,gentiles,gentiles,gentiles,gentiles,gentiles,ø,#not_apparat,12,glose,Non, Non
20294,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20295,les,les,les,les,les,les,les,ø,#not_apparat,12,glose,Non, Non
20296,dieron,dieron,dieron,dieron,dieron,dieron,dieron,ø,#not_apparat,12,glose,Non, Non
20297,penas,penas,penas,penas,penas,penas,penas,ø,#not_apparat,12,glose,Non, Non
20298,muy,muy,muy,muy,muy,muy,muy,ø,#not_apparat,12,glose,Non, Non
20299,fuertes,fuertes,fuertes,fuertes,fuertes,fuertes,fuertes,ø,#not_apparat,12,glose,Non, Non
20300,ante,ante,ante,ante,ante,ante,ante,ø,#not_apparat,12,glose,Non, Non
20301,su,su,su,su,su,su,su,ø,#not_apparat,12,glose,Non, Non
20302,madre,madre,madre,madre,madre,madre,madre,ø,#not_apparat,12,glose,Non, Non
20303,por,por,por,por,por,por,por,ø,#not_apparat,12,glose,Non, Non
20304,la,la,la,la,la,la,la,ø,#not_apparat,12,glose,Non, Non
20305,qual,qual,qual,qual,qual,qual,qual,ø,#not_apparat,12,glose,Non, Non
20306,cosa,cosa,cosa,cosa,cosa,cosa,cosa,ø,#not_apparat,12,glose,Non, Non
20307,ellos,ellos,ø,ellos,ellos,ellos,ellos,ø,#omission,12,glose,Non, Non
20308,fueron,fueron,fueron,fueron,fueron,fueron,fueron,ø,#not_apparat,12,glose,Non, Non
20309,martires,mártires,martires,martires,mártires,mártires,martires,ø,#normalisation,12,glose,Non, Non
20310,ø,ø,ø,ø,e,ø,ø,ø,#omission,12,glose,Non, Non
20311,gloriosos,gloriosos,gloriosos,gloriosos,gloriosos,gloriosos,gloriosos,ø,#not_apparat,12,glose,Non, Non
20312,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20313,les,les,les,les,les,les,les,ø,#not_apparat,12,glose,Non, Non
20314,fize,fizo,faze,fizo,fizo,fizo,faze,ø,#morphosyntactique,12,glose,Non, Non
20315,la,la,la,la,la,la,la,ø,#not_apparat,12,glose,Non, Non
20316,iglesia,Eglesia,iglesia,Eglesia,Eglesia,Iglesia,yglesia,ø,#graphique,12,glose,Non, Non
20317,gran,grant,grant,grant,grant,grand,grand,ø,#graphique,12,glose,Non, Non
20318,fiesta,fiesta,fiesta,fiesta,fiesta,fiesta,fiesta,ø,#not_apparat,12,glose,Non, Non
20319,Enpero,enpero,enpero,Enpero,enpero,enpero,Enpero,ø,#graphique,12,glose,Non, Non
20320,non,non,non,non,non,non,no,ø,#graphique,12,glose,Non, Non
20321,fueron,fueron,fueron,fueron,fueron,fueron,fueron,ø,#not_apparat,12,glose,Non, Non
20322,menos,menos,menos,menos,menos,menos,menos,ø,#not_apparat,12,glose,Non, Non
20323,vençedores,vençedores,vençedores,vençedores,vençedores,vençedores,vencedores,ø,#graphique,12,glose,Non, Non
20324,muriendo,muriendo,moriendo,muriendo,muriendo,muriendo,muriendo,ø,#graphique,12,glose,Non, Non
20325,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20326,si,sy,si,si,si,sy,si,ø,#graphique,12,glose,Non, Non
20327,vençieran,vençieran,vençieran,vençieran,vençieran,vençieran,vencieran,ø,#graphique,12,glose,Non, Non
20328,lidiando,lidiando,lidiando,lidiando,lidiando,lidiando,lidiando,ø,#not_apparat,12,glose,Non, Non
20329,segunt,según,segund,segunt,segunt,segunt,segund,ø,#graphique,12,glose,Non, Non
20330,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20331,dize,diz,dize,dize,dize,dize,dize,ø,#graphique,12,glose,Non, Non
20332,sant,santo,sant,sant,sant,sant,san,ø,#filtre,12,glose,Non, Non
20333,agostin,Agostín,Agostýn,Agustín,Agostín,Agostýn,Agustin,ø,#graphique,12,glose,Non, Non
20334,en,en,en,en,en,en,en,ø,#not_apparat,12,glose,Non, Non
20335,el,el,el,el,el,el,el,ø,#not_apparat,12,glose,Non, Non
20336,sermon,sermón,sermón,sermón,sermón,sermón,sermon,ø,#normalisation,12,glose,Non, Non
20337,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20338,faze,faze,faze,faze,faze,faze,faze,ø,#not_apparat,12,glose,Non, Non
20339,dellos,dellos,dellos,dellos,dellos,dellos,dellos,ø,#not_apparat,12,glose,Non, Non
20340,do,Do,Do,Do,do,Do,do,ø,#lexicale,12,glose,Non, Non
20341,dize,dize,dize,dize,dize,dize,dize,ø,#not_apparat,12,glose,Non, Non
20342,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20343,esta,esta,esta,esta,esta,esta,esta,ø,#not_apparat,12,glose,Non, Non
20344,santa,santa,santa,santa,santa,santa,santa,ø,#not_apparat,12,glose,Non, Non
20345,muger,muger,muger,muger,muger,muger,muger,ø,#not_apparat,12,glose,Non, Non
20346,madre,madre,madre,madre,madre,madre,madre,ø,#not_apparat,12,glose,Non, Non
20347,de,de,de,destos,de,destos,de,ø,#lexicale,12,glose,Non, Non
20348,los,los,los,ø,los,ø,los,ø,#omission,12,glose,Non, Non
20349,siete,syete,siete,siete,siete,syete,siete,ø,#graphique,12,glose,Non, Non
20350,fijos,fijos,fijos,fijos,fijos,fijos,fijos,ø,#not_apparat,12,glose,Non, Non
20351,auia,avié,avía,avía,avía,avía,auia,ø,#morphosyntactique,12,glose,Non, Non
20352,coraçon,coraçón,coraçón,coraçón,coraçón,coraçón,coraçon,ø,#normalisation,12,glose,Non, Non
20353,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20354,omme,ome,omne,omnes,omnes,omne,omme,ø,#personne,12,glose,Non, Non
20355,virtuoso,virtuoso,virtuoso,virtuosos,virtuosos,virtuoso,virtuoso,ø,#morphosyntactique,12,glose,Non, Non
20356,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20357,amonestaua,amonestava,amonestava,amonestava,amonestava,amonestava,amonestaua,ø,#lexicale,12,glose,Non, Non
20358,a,a,a,a,a,a,a,ø,#not_apparat,12,glose,Non, Non
20359,sus,sus,sus,sus,sus,sus,sus,ø,#not_apparat,12,glose,Non, Non
20360,fijos,fijos,fijos,fijos,fijos,fijos,fijos,ø,#not_apparat,12,glose,Non, Non
20361,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20362,muriesen,muriesen,muriesen,muriessen,muriesen,muriesen,muriessen,ø,#graphique,12,glose,Non, Non
20363,reziamente,rreziamente,reziamente,reziamente,rreziamente,reziamente,reziamente,ø,#lexicale,12,glose,Non, Non
20364,por,por,por,por,por,por,por,ø,#not_apparat,12,glose,Non, Non
20365,la,la,la,la,la,la,la,ø,#not_apparat,12,glose,Non, Non
20366,fe,fe,fe,fe,fe,fe,fe,ø,#not_apparat,12,glose,Non, Non
20367,E,Et,Et,E,e,Et,E,ø,#filtre,12,glose,Non, Non
20368,dize,dize,dize,dize,dize,dize,dize,ø,#not_apparat,12,glose,Non, Non
20369,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20370,ella,ella,ella,ella,ella,ella,ella,ø,#not_apparat,12,glose,Non, Non
20371,non,non,non,non,non,non,no,ø,#graphique,12,glose,Non, Non
20372,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20373,cuydaua,cuydava,cuydava,cuydava,cuydava,cayudava,cuydaua,ø,#lexicale,12,glose,Non, Non
20374,perder,perder,perder,perder,perder,ø,perder,ø,#omission,12,glose,Non, Non
20375,mas,mas,mas,mas,mas,mas,mas,ø,#not_apparat,12,glose,Non, Non
20376,querialos,queríalos,queríalos,queríalos,queríalos,queríalos,querialos,ø,#normalisation,12,glose,Non, Non
20377,leuar,enbiar,levar,llevar,enbiar,levar,leuar,ø,#lexicale,12,glose,Non, Non
20378,ante,ante,ante,ante,ante,ante,ante,ø,#not_apparat,12,glose,Non, Non
20379,si,sý,sý,sí,sý,sy,si,ø,#lexicale,12,glose,Non, Non
20380,E,Et,Et,E,e,Et,e,ø,#filtre,12,glose,Non, Non
20381,dize,dize,dize,dize,dize,dize,dize,ø,#not_apparat,12,glose,Non, Non
20382,mas,más,más,más,más,más,mas,ø,#normalisation,12,glose,Non, Non
20383,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20384,esta,esta,esta,esta,esta,esta,esta,ø,#not_apparat,12,glose,Non, Non
20385,muger,muger,muger,muger,muger,muger,muger,ø,#not_apparat,12,glose,Non, Non
20386,contraria,contraria,contraria,contraria,ø,contraria,contraria,ø,#omission #transposition,12,glose,Non, Non
20387,fue,fue,fue,fue,fue,fue,fue,ø,#not_apparat,12,glose,Non, Non
20388,ø,ø,ø,ø,contraria,ø,ø,ø,#omission #transposition,12,glose,Non, Non
20389,a,a,a,a,a,a,a,ø,#not_apparat,12,glose,Non, Non
20390,todas,ø,todas,todas,ø,todas,todas,ø,#omission,12,glose,Non, Non
20391,las,las,las,las,las,las,las,ø,#not_apparat,12,glose,Non, Non
20392,otras,otras,otras,otras,otras,otras,otras,ø,#not_apparat,12,glose,Non, Non
20393,madres,madres,madres,madres,madres,madres,madres,ø,#not_apparat,12,glose,Non, Non
20394,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20395,quieren,quieren,querrían,quieren,querían,quieren,quieren,ø,#morphosyntactique,12,glose,Non, Non
20396,ellas,ellas,ellas,ellas,ellas,ellas,ellas,ø,#not_apparat,12,glose,Non, Non
20397,ø,ø,ø,ø,ø,yr,ø,ø,#omission #transposition,12,glose,Non, Non
20398,ante,ante,ante,ante,ante,ante,ante,ø,#not_apparat,12,glose,Non, Non
20399,yr,yr,yr,yr,yr,ø,yr,ø,#omission #transposition,12,glose,Non, Non
20400,deste,deste,deste,deste,deste,deste,deste,ø,#not_apparat,12,glose,Non, Non
20401,mundo,mundo,mundo,mundo,mundo,mundo,mundo,ø,#not_apparat,12,glose,Non, Non
20402,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20403,non,non,non,non,non,non,no,ø,#graphique,12,glose,Non, Non
20404,sus,sus,sus,sus,sus,sus,sus,ø,#not_apparat,12,glose,Non, Non
20405,fiios,fijos,fijos,fijos,fijos,fijos,fijos,ø,#graphique,12,glose,Non, Non
20406,E,et,Et,E,E,Et,e,ø,#filtre,12,glose,Non, Non
20407,esta,esta,esta,esta,ésta,ésta,esta,ø,#normalisation,12,glose,Non, Non
20408,quiso,quiso,quiso,quiso,quiso,quiso,quiso,ø,#not_apparat,12,glose,Non, Non
20409,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20410,ellos,ellos,ellos,ellos,ellos,ellos,ellos,ø,#not_apparat,12,glose,Non, Non
20411,fuesen,fuesen,fuesen,fuessen,fuesen,fuesen,fuessen,ø,#lexicale,12,glose,Non, Non
20412,delante,delante,delante,delante,delante,delante,delante,ø,#not_apparat,12,glose,Non, Non
20413,e,et,e,e,e,e,e,ø,#filtre,12,glose,Non, Non
20414,ella,ella,ella,ella,ella,ella,ella,ø,#not_apparat,12,glose,Non, Non
20415,en,en,en,en,en,enpós,empos,ø,#lexicale,12,glose,Non, Non
20416,pos,pos,pos,pos,pos,dellos,ø,ø,#omission #lexicale,12,glose,Non, Non
20417,dellos,ellos,dellos,ellos,dellos,ø,dellos,ø,#omission #lexicale,12,glose,Non, Non
20418,ø,Et,Et,ø,Et,Et,ø,ø,#omission,12,glose,Non, Non
20419,El,el,el,El,el,el,El,ø,#graphique,12,glose,Non, Non
20420,terçero,iii°,.iii°.,iii°,tercero,ø,tercero,ø,#omission #graphique,12,glose,Non, Non
20421,ø,ø,ø,ø,enxenplo,iii°,ø,ø,#omission #lexicale,12,glose,Non, Non
20422,es,es,es,es,es,es,es,ø,#not_apparat,12,glose,Non, Non
20423,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20424,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20425,thebeos,Thebeos,Thebeos,tebeos,Tebeos,Tebeos,thebeos,ø,#graphique,12,glose,Non, Non
20426,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20427,fueron,fueron,fueron,fueron,fueron,fueron,fueron,ø,#not_apparat,12,glose,Non, Non
20428,seẏs,seys,seys,seys,seys,seys,seys,ø,#lexicale,12,glose,Non, Non
20429,mill,mill,myll,mill,mill,mill,mill,ø,#lexicale,12,glose,Non, Non
20430,e,e,ø,e,ø,e,e,ø,#not_apparat,12,glose,Non, Non
20431,seysientos,seysçientos,ø,seysçientos,ø,seys,seyscientos,ø,#lexicale,12,glose,Non, Non
20432,ø,ø,ø,ø,ø,çientos,ø,ø,#omission,12,glose,Non, Non
20433,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20434,ø,lx,seysçientos,ø,seysçientos,ø,ø,ø,#omission #lexicale,12,glose,Non, Non
20435,sesenta,ø,sesenta,sessenta,ø,sesenta,sesenta,ø,#omission #filtre,12,glose,Non, Non
20436,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20437,seys,vi,seys,seys,seys,seys,seys,ø,#lexicale,12,glose,Non, Non
20438,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20439,fueron,fueron,fueron,fueron,fueron,fueron,fueron,ø,#not_apparat,12,glose,Non, Non
20440,llamados,llamados,llamados,llamados,llamados,llamados,llamados,ø,#not_apparat,12,glose,Non, Non
20441,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20442,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20443,enperadores,enperadores,enperadores,enperadores,enperadores,enperadores,emperadores,ø,#graphique,12,glose,Non, Non
20444,diocleçiano,Diocliçiano,Diocleçiano,Diocleçiano,Diocleciano,Diocleçiano,Diocleciano,ø,#graphique,12,glose,Non, Non
20445,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20446,maximiano,Maximiano,Maximino,Maximiano,Máximo,Maximisano,Maximiano,ø,#lexicale,12,glose,Non, Non
20447,E,et,Et,E,e,e,e,ø,#filtre,12,glose,Non, Non
20448,ellos,ellos,ellos,ellos,ellos,ellos,ellos,ø,#not_apparat,12,glose,Non, Non
20449,venieron,vinieron,venieron,vinieron,vinieron,vinieron,venieron,ø,#graphique,12,glose,Non, Non
20450,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20451,oriente,Oriente,Oriente,oriente,oriente,Oriente,oriente,ø,#graphique,12,glose,Non, Non
20452,caualleros,cavalleros,cavalleros,cavalleros,cavalleros,cavalleros,caualleros,ø,#graphique,12,glose,Non, Non
20453,muy,muy,muy,muy,muy,muy,muy,ø,#not_apparat,12,glose,Non, Non
20454,rezios,rrezios,rezios,rezios,rezios,rezios,rezios,ø,#graphique,12,glose,Non, Non
20455,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20456,muy,muy,muy,muy,muy,muy,muy,ø,#not_apparat,12,glose,Non, Non
20457,fuertes,fuertes,fuertes,fuertes,fuertes,fuertes,fuertes,ø,#not_apparat,12,glose,Non, Non
20458,E,et,e,E,e,e,E,ø,#filtre,12,glose,Non, Non
20459,quando,quando,quando,quando,quando,quando,quando,ø,#not_apparat,12,glose,Non, Non
20460,les,les,les,les,les,les,les,ø,#not_apparat,12,glose,Non, Non
20461,mandaron,mandaron,mandaron,mandaron,mandaron,mandaron,mandaron,ø,#not_apparat,12,glose,Non, Non
20462,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20463,enperadores,enperadores,enperadores,enperadores,enperadores,enperadores,emperadores,ø,#graphique,12,glose,Non, Non
20464,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20465,fuesen,fuessen,fuesen,fuessen,fuesen,fuesen,fuesen,ø,#lexicale,12,glose,Non, Non
20466,a,a,a,a,a,a,a,ø,#not_apparat,12,glose,Non, Non
20467,perseguir,perseguir,perseguir,perseguir,persegir,perseguir,perseguir,ø,#graphique,12,glose,Non, Non
20468,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20469,cristianos,cristianos,cristianos,cristianos,cristianos,cristianos,cristianos,ø,#not_apparat,12,glose,Non, Non
20470,dixo,dixo,dixo,dixo,dixo,dixo,Dixo,ø,#graphique,12,glose,Non, Non
20471,sant,sant,sant,sant,sant,sant,sant,ø,#not_apparat,12,glose,Non, Non
20472,mauriçio,Mauriçio,Mauriçio,Mauriçio,Mauriçio,Mauriçio,Mauricio,ø,#graphique,12,glose,Non, Non
20473,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20474,era,ø,era,era,era,era,era,ø,#not_apparat,12,glose,Non, Non
20475,cauallero,ø,cavallero,cavallero,ø,cavallero,cauallero,ø,#graphique,12,glose,Non, Non
20476,e,ø,e,e,ø,e,e,ø,#not_apparat,12,glose,Non, Non
20477,era,era,era,era,ø,era,era,ø,#not_apparat,12,glose,Non, Non
20478,cabdillo,cabdiello,cabdillo,caudillo,cabdillo,caudillo,cabdillo,ø,#graphique,12,glose,Non, Non
20479,ø,ø,ø,ø,cavallero,ø,ø,ø,#omission,12,glose,Non, Non
20480,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20481,aquella,aquella,aquella,aquélla,aquella,aquella,aquella,ø,#normalisation,12,glose,Non, Non
20482,santa,santa,santa,santa,santa,santa,santa,ø,#not_apparat,12,glose,Non, Non
20483,caualleria,cavallería,cavallería,cavallería,cavallería,cavallería,caualleria,ø,#graphique,12,glose,Non, Non
20484,ø,que,que,ø,que,ø,que,ø,#omission,12,glose,Non, Non
20485,en,en,en,en,en,en,en,ø,#not_apparat,12,glose,Non, Non
20486,cosa,cosa,cosa,cosa,cosa,cosa,cosa,ø,#not_apparat,12,glose,Non, Non
20487,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20488,tan,tan,tan,tan,tan,tan,tan,ø,#not_apparat,12,glose,Non, Non
20489,grant,grant,grant,grant,grant,grand,grand,ø,#graphique,12,glose,Non, Non
20490,sacrillegio,sacrillegio,sacrillejo,sacrilegio,sacrillejo,sacrillegio,sacrilegio,ø,#graphique,12,glose,Non, Non
20491,ø,ø,ø,él,que,el,ø,ø,#omission #lexicale,12,glose,Non, Non
20492,nunca,nunca,nunca,nunca,nunca,nunca,nunca,ø,#not_apparat,12,glose,Non, Non
20493,auia,avía,avía,avía,avía,avía,avia,ø,#graphique,12,glose,Non, Non
20494,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20495,consentir,consentir,consentir,conpetir,consentyr,consentir,consentir,ø,#lexicale,12,glose,Non, Non
20496,el,él,él,ø,él,ø,el,ø,#omission #normalisation,12,glose,Non, Non
20497,nin,nin,nin,nin,nin,nin,nin,ø,#not_apparat,12,glose,Non, Non
20498,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20499,suyos,suyos,suyos,suyos,suyos,suyos,suyos,ø,#not_apparat,12,glose,Non, Non
20500,que,que,ø,que,que,que,que,ø,#omission,12,glose,Non, Non
